"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.770313583E0,1.621550210E-1,6.361846644E-1,1.533196662E0
7.790284583E0,-7.642663883E-1,2.067452663E-1,-2.255054730E-1
7.810256583E0,-1.011565530E0,-8.583829522E-2,-1.462006227E0
7.830228583E0,-7.804891958E-1,-4.768304962E-1,-1.579490823E0
7.850199583E0,8.912848692E-2,-1.197729036E0,-1.077772822E0
7.870171583E0,6.645423447E-1,-1.818520905E0,-4.522219044E-1
7.890143583E0,9.118705036E-1,-2.399387986E0,-7.729861218E-1
7.910114583E0,9.077316982E-1,-2.557163406E0,-1.923588354E0
7.930086583E0,6.339008881E-1,-2.157738935E0,-3.050610520E0
7.950058583E0,6.678758423E-1,-1.615972186E0,-3.384689432E0
7.970029583E0,6.247635904E-1,-1.318795636E0,-3.195596325E0
7.990001583E0,1.881166951E-1,-7.998558319E-1,-2.917819667E0
8.009973583E0,-1.587422571E-1,-1.097200781E-1,-2.778338431E0
8.029944583E0,-4.923776579E-1,4.564441788E-1,-1.765104836E0
8.049916583E0,-1.083427884E0,4.175461614E-1,-4.282032967E-2
8.069888583E0,-1.290990956E0,5.560006267E-1,4.873969996E-1
8.089859583E0,-1.209843882E0,1.464632796E0,4.707517308E-1
8.109831583E0,-1.558690815E-1,2.088727173E0,1.146961756E0
8.129803583E0,7.270366547E-1,2.035138026E0,2.969068758E0
8.149774583E0,5.013030671E-1,7.734609157E-1,4.594004141E0
8.169746583E0,-7.874875090E-1,1.117052078E-1,4.011132635E0
8.189718583E0,-1.541035439E0,1.152862766E0,1.725918551E0
8.209689583E0,7.487521812E-3,2.290093585E0,3.541611743E-1
8.229661583E0,1.346487611E0,2.049118134E0,1.444774482E0
8.249632583E0,1.329268438E0,5.404072720E-1,3.464582278E0
8.269604583E0,1.401769381E0,-8.665965360E-1,3.744171572E0
8.289576583E0,9.579999188E-1,-1.593345800E0,2.092322626E0
8.309546708E0,6.880851352E-1,-2.056360495E0,-4.608284211E-1
8.329518708E0,6.261699919E-1,-1.769286765E0,-2.723696201E0
8.349490708E0,7.568738267E-1,-7.961755943E-1,-3.787581301E0
8.369461708E0,6.908181969E-1,-6.299187881E-1,-2.106686311E0
8.389433708E0,7.705336533E-1,-1.282880868E0,5.670734990E-1
8.409405708E0,1.113476214E0,-2.293269793E0,5.535102975E-1
8.429376708E0,2.101781666E-1,-1.695978468E0,-1.976576407E0
8.449348708E0,5.047533264E-1,-6.469704384E-1,-4.323269286E0
8.469320708E0,-5.448709633E-1,2.494100600E-1,-3.759927480E0
8.489291708E0,8.897665666E-1,1.293953741E-1,-2.979484988E0
8.509263708E0,7.704949155E-2,5.283871508E-1,-7.024926746E-1
8.529235708E0,-1.334152617E-1,-2.478634715E-2,2.190717816E-2
8.549206708E0,-1.422068794E-1,6.403987527E-2,-3.490226412E-1
8.569178708E0,-2.240025559E-1,2.642847919E-1,-6.082916915E-2
8.589150708E0,-1.891353166E-1,3.752918422E-1,2.579978657E-1
8.609121708E0,2.747913979E-1,8.361284494E-1,9.227491021E-2
8.629093708E0,2.290292244E-1,1.517453619E0,8.597336590E-2
8.649065708E0,8.283961646E-1,1.472869769E0,1.061352087E0
8.669036708E0,6.648689117E-1,1.174580494E0,2.803609512E0
8.689008708E0,-3.830708317E-2,6.281301248E-1,3.837838120E0
8.708979708E0,-1.336524540E0,1.042398922E0,2.864234614E0
8.728951708E0,-1.595063127E0,1.889451140E0,1.848146993E-1
8.748923708E0,-7.994889191E-1,2.878442763E0,-1.003713158E0
8.768894708E0,-2.534719015E-1,2.881489162E0,8.038360316E-1
8.788866708E0,1.114188404E-1,1.411773967E0,2.993962694E0
8.808838708E0,-2.822339898E-1,2.145998311E-1,3.256945311E0
8.828809708E0,-1.012765306E0,-2.052840471E-2,2.013394570E0
8.848781708E0,-1.320660606E0,2.825842381E-2,4.134063327E-1
8.868753708E0,-9.395989504E-1,-3.221406519E-2,-3.536957359E-1
8.888724708E0,-4.370073031E-1,-8.672578561E-1,-4.095723134E-1
8.908696708E0,-6.716506585E-2,-1.873025726E0,-6.119385999E-1
8.928668708E0,3.501020372E-1,-2.510615476E0,-1.142274628E0
8.948639708E0,5.007861002E-1,-2.820005690E0,-2.096599864E0
8.968611708E0,3.710233748E-1,-2.728058808E0,-3.367775776E0
8.988583708E0,1.834719593E-1,-2.288777962E0,-4.085043195E0
9.008554708E0,2.226876998E-1,-1.729805780E0,-3.778793521E0
9.028526708E0,2.239379807E-1,-1.251239830E0,-3.236866558E0
9.048497708E0,2.223919038E-1,-6.309549147E-1,-2.792032025E0
9.068469708E0,3.769659001E-1,3.702223063E-2,-1.940815421E0
9.088441708E0,3.705485078E-1,4.012938255E-1,-6.541812247E-1
9.108412708E0,4.361227655E-1,8.064175773E-1,9.363450480E-1
9.128384708E0,3.763149222E-1,1.061722215E0,1.836175988E0
9.148356708E0,5.003598382E-1,1.305673315E0,1.919091260E0
9.168327708E0,7.229060353E-1,1.323361727E0,2.158815408E0
9.188299708E0,8.030631027E-1,9.495889914E-1,3.529523794E0
9.208271708E0,-3.251035457E-2,7.731831729E-1,4.633808477E0
9.228242708E0,-1.008893207E0,1.239284613E0,3.657337496E0
9.248214708E0,-5.448905880E-1,1.969125300E0,1.018065149E0
9.268186708E0,6.992468852E-1,2.461607623E0,-1.911583436E-1
9.288157708E0,1.196328482E0,2.027311528E0,6.405987275E-1
9.308129958E0,4.282995564E-1,4.294671723E-1,1.833572223E0
9.328100958E0,-1.984526354E-1,-9.540705898E-1,1.754507927E0
9.348072958E0,-2.160133224E-1,-1.505103422E0,1.154888826E0
9.368044958E0,-2.302578706E-2,-1.617285763E0,4.503063565E-1
9.388015958E0,6.082840171E-2,-1.669201729E0,1.475685203E-1
9.407987958E0,4.697238999E-1,-1.445185834E0,-3.904694599E-1
9.427959958E0,9.798861931E-1,-1.104189081E0,-1.481007339E0
9.447930958E0,1.241948458E0,-8.547828215E-1,-2.014669847E0
9.467902958E0,1.271099313E0,-8.162175107E-1,-1.664728609E0
9.487874958E0,1.080234208E0,-9.474275681E-1,-1.514221278E0
9.507845958E0,8.227288970E-1,-8.677680257E-1,-2.476427391E0
9.527817958E0,6.722301907E-1,-4.156595573E-1,-3.519419805E0
9.547789958E0,5.870512421E-1,1.122408128E-1,-3.354742332E0
9.567760958E0,7.324276413E-1,4.176748002E-1,-1.906590498E0
9.587732958E0,1.210510977E0,5.481887466E-1,-3.541126424E-1
9.607703958E0,1.434477828E0,6.953011841E-1,1.712544215E-1
9.627675958E0,1.153759729E0,8.531128567E-1,2.261726403E-1
9.647647958E0,7.624127479E-1,6.373178548E-1,6.646208435E-1
9.667618958E0,2.435542198E-1,5.739515787E-1,1.439704362E0
9.687590958E0,9.576547869E-2,7.210511523E-1,1.964345201E0
9.707562958E0,-2.793782828E-1,5.322930908E-1,2.284510664E0
9.727533958E0,-1.424579954E0,7.447639507E-1,2.385396184E0
9.747505958E0,-2.033846668E0,1.610830729E0,9.799670309E-1
9.767477958E0,-8.919964754E-1,2.321770876E0,-1.013359310E0
9.787448958E0,1.136264202E-1,2.817118919E0,3.995706511E-1
9.807420958E0,5.500763740E-1,1.774845713E0,3.571358868E0
9.827392958E0,2.914137530E-1,2.395627642E-1,4.640618144E0
9.847363958E0,-2.053493167E-1,-3.875879520E-1,2.793631824E0
9.867335958E0,-4.268381180E-1,-2.021429229E-1,-2.447252709E-1
9.887306958E0,-2.432275066E-1,8.490975738E-2,-1.831848464E0
9.907278958E0,-9.197196962E-2,-5.476566499E-1,-1.293269616E0
9.927250958E0,5.107482573E-2,-1.635482590E0,-6.789962232E-2
9.947221958E0,-4.589426575E-2,-2.149380925E0,7.640849054E-2
9.967193958E0,-9.195123028E-2,-2.161521499E0,-9.711359811E-1
9.987165958E0,3.812220152E-2,-1.905377786E0,-2.350055028E0
1.000713696E1,8.608707597E-2,-1.499671651E0,-3.296163172E0
1.002710896E1,1.229527657E-1,-1.000636938E0,-3.638851524E0
1.004708096E1,-9.232475773E-2,-6.873115486E-1,-3.035881383E0
1.006705196E1,-2.320001764E-1,-3.912366146E-1,-2.474428228E0
1.008702396E1,-1.352167249E-1,1.214887691E-1,-2.154143482E0
1.010699496E1,2.418436716E-1,6.002353978E-1,-2.099769055E0
1.012696696E1,5.210709318E-1,6.054253864E-1,-1.088901828E0
1.014693896E1,2.783969190E-1,1.999747753E-1,6.523510462E-1
1.016690996E1,-1.738637415E-1,-1.022941142E-1,1.576866592E0
1.018688196E1,-1.468646617E-1,-3.500552595E-2,1.931744050E0
1.020685396E1,2.690340101E-1,1.711994576E-1,2.675932635E0
1.022682496E1,4.332605169E-1,1.130108911E-1,3.639257321E0
1.024679696E1,1.628182415E-1,1.287556887E-1,3.607037993E0
1.026676896E1,4.180393741E-4,4.190073806E-1,2.870795774E0
1.028673996E1,4.418602728E-1,4.753651839E-1,2.210826391E0
1.030671308E1,6.798063549E-1,-5.070296109E-2,2.198359542E0
1.032668408E1,5.430850775E-1,-5.205875498E-1,1.980732608E0
1.034665608E1,1.580542408E-1,-8.379972196E-1,1.624230208E0
1.036662808E1,-2.644571158E-2,-8.299005800E-1,8.326095951E-1
1.038659908E1,4.153273989E-1,-4.893382752E-1,-2.782824415E-1
1.040657108E1,1.037869449E0,-5.303611708E-1,-7.829708272E-1
1.042654308E1,1.112494905E0,-9.080486172E-1,-8.764134264E-1
1.044651408E1,1.120157242E0,-7.457240635E-1,-2.095544441E0
1.046648608E1,8.996931653E-1,-4.203013694E-1,-3.801780680E0
1.048645708E1,2.656141199E-1,-3.701211494E-1,-4.764734652E0
1.050642908E1,-1.672653413E-1,-1.158967844E-1,-4.435581434E0
1.052640108E1,3.270347714E-2,9.707050413E-2,-3.762478620E0
1.054637208E1,-1.792953663E-2,2.225435659E-1,-3.723594636E0
1.056634408E1,-4.495840427E-1,3.371510392E-1,-2.927271692E0
1.058631608E1,-3.962744660E-1,2.408169919E-1,-1.310059896E0
1.060628708E1,-3.979960324E-1,2.351568872E-1,8.169068974E-1
1.062625908E1,-2.905192934E-1,2.291278231E-1,1.842429585E0
1.064623108E1,-6.558794389E-2,3.611804643E-1,1.850112242E0
1.066620208E1,1.592545828E-1,6.966808346E-1,1.202315592E0
1.068617408E1,2.301973154E-1,1.163777763E0,3.112028503E-1
1.070614508E1,1.026895322E-1,1.379587383E0,8.062959552E-2
1.072611708E1,1.187756975E-1,1.159321015E0,1.180116638E0
1.074608908E1,-1.593377594E-1,6.548799670E-1,3.522849197E0
1.076606008E1,-9.787671822E-1,5.898367095E-1,3.615670238E0
1.078603208E1,-1.616312786E0,1.235434222E0,8.669450301E-1
1.080600408E1,-1.298601838E0,1.672268009E0,-1.723499558E0
1.082597508E1,-8.426414437E-1,1.636288921E0,-8.425253034E-2
1.084594708E1,1.329635643E-1,6.856971323E-2,4.577858809E0
1.086591808E1,-6.400135217E-2,-7.583359230E-1,5.508464815E0
1.088589008E1,-7.694771346E-1,-3.871435636E-1,2.328038507E0
1.090586208E1,-1.299532861E0,2.117364496E-1,-9.779321998E-1
1.092583308E1,-1.285210399E0,6.504857844E-1,-2.386822904E0
1.094580508E1,-1.007838808E0,2.676861173E-1,-1.395621033E0
1.096577708E1,-8.989731538E-1,-7.500685447E-1,-2.206902909E-1
1.098574808E1,-8.907176162E-1,-1.331906848E0,3.216336983E-1
1.100572008E1,-4.790765579E-1,-1.473924899E0,-1.200427526E-1
1.102569108E1,1.829747633E-1,-1.396885786E0,-1.072365902E0
1.104566308E1,4.606764666E-1,-1.605728156E0,-1.712370552E0
1.106563508E1,3.642847146E-1,-1.581903676E0,-2.033681484E0
1.108560608E1,4.505218264E-1,-1.235707287E0,-2.722902734E0
1.110557808E1,6.577787241E-1,-6.045132208E-1,-3.056603916E0
1.112555008E1,3.836281079E-1,-1.215899259E-1,-2.465549231E0
1.114552108E1,-1.058736152E-1,5.199747616E-1,-1.395540342E0
1.116549308E1,-6.391987579E-1,1.097532903E0,-6.275114894E-1
1.118546408E1,-1.003046283E0,1.458024273E0,-7.357843816E-2
1.120543608E1,-5.149431960E-1,1.535559522E0,1.010938563E0
1.122540808E1,-1.049402717E-1,1.135155643E0,2.337592272E0
1.124537908E1,-1.451260652E-1,5.185345924E-1,3.454681188E0
1.126535108E1,-6.156776020E-1,6.840482175E-1,3.790954560E0
1.128532308E1,-1.200751462E0,1.089097710E0,2.644979814E0
1.130529308E1,-9.610846174E-1,1.897799794E0,4.693554157E-1
1.132526508E1,-6.039998353E-2,2.505293341E0,-2.335097265E-1
1.134523608E1,6.043262926E-1,2.514968144E0,1.241390780E0
1.136520808E1,7.312619989E-1,1.404345664E0,3.129316966E0
1.138518008E1,1.405240873E-1,-2.353808355E-1,2.950305043E0
1.140515108E1,-2.301687006E-2,-1.493235036E0,7.983782405E-1
1.142512308E1,-2.040517099E-1,-1.959683216E0,-1.721381696E0
1.144509508E1,-4.034488168E-1,-1.716881095E0,-2.805599320E0
1.146506608E1,-9.801044405E-2,-1.381829498E0,-9.181157684E-1
1.148503808E1,5.499333730E-1,-1.702783458E0,1.289601658E0
1.150500908E1,8.142115503E-1,-1.968130981E0,7.969462574E-1
1.152498108E1,1.010282651E0,-1.661017966E0,-1.862043486E0
1.154495308E1,7.668460337E-1,-1.195557965E0,-4.126810441E0
1.156492408E1,2.923396961E-1,-8.661533171E-1,-4.608895830E0
1.158489608E1,-2.100140426E-1,-6.908608085E-1,-3.425902362E0
1.160486708E1,-1.883103841E-1,-6.247463411E-1,-1.984778881E0
1.162483908E1,2.899286333E-1,-9.601595879E-2,-8.747528172E-1
1.164481108E1,4.769315799E-1,4.733344460E-1,-3.852332783E-1
1.166478208E1,5.290923250E-1,7.744526035E-1,-2.572295415E-1
1.168475408E1,6.377620970E-1,1.092020733E0,1.407038891E-1
1.170472608E1,7.552757826E-1,1.580176116E0,5.956295460E-1
1.172469708E1,7.370622175E-1,1.998518668E0,1.017169940E0
1.174466908E1,1.087497107E0,2.209692616E0,2.092116804E0
1.176464008E1,1.003315475E0,1.540080004E0,3.200609728E0
1.178461208E1,-1.241770630E-1,9.774767017E-1,3.726765581E0
1.180458408E1,-1.634178369E0,1.386891140E0,2.374892830E0
1.182455508E1,-2.098464541E0,2.414427609E0,3.602335078E-1
1.184452708E1,-1.695221838E0,2.823621023E0,2.050033808E-3
1.186449808E1,-7.779376902E-1,2.089531165E0,2.119779396E0
1.188447008E1,-3.691659337E-1,3.835638982E-1,3.588397654E0
1.190444208E1,-6.109466198E-1,-7.720885742E-1,2.265486163E0
1.192441308E1,-1.090125869E0,-1.145346755E0,-2.846062052E-1
1.194438508E1,-1.242266401E0,-1.026706164E0,-2.479469697E0
1.196435708E1,-1.187586675E0,-7.553421485E-1,-2.973827807E0
1.198432808E1,-3.576858759E-1,-9.902440971E-1,-1.083356913E0
1.200430008E1,2.350963685E-1,-1.671736497E0,4.247195256E-1
1.202427108E1,4.854523984E-1,-2.218142427E0,1.568609154E-1
1.204424308E1,9.035495503E-1,-2.566987313E0,-1.645958462E0
1.206421508E1,9.887593429E-1,-2.182194330E0,-3.460325505E0
1.208418608E1,7.848891525E-1,-1.643726580E0,-4.145231509E0
1.210415808E1,6.420142653E-1,-1.336247236E0,-3.321048921E0
1.212412908E1,4.272045557E-1,-1.086408575E0,-2.031606308E0
1.214410108E1,3.894539447E-1,-7.011016220E-1,-1.421782061E0
1.216407308E1,3.736670472E-1,-5.798157513E-2,-1.640525814E0
1.218404408E1,-6.301113077E-2,8.221214443E-1,-1.415704465E0
1.220401608E1,-1.174341270E-1,1.245946346E0,-1.177342719E-1
1.222398808E1,2.105717208E-1,1.225591019E0,1.156137207E0
1.224395908E1,3.125298394E-1,9.979314315E-1,1.827321550E0
1.226393108E1,4.849094479E-1,6.880026895E-1,2.452076077E0
1.228390208E1,4.269812286E-2,4.410642475E-1,3.048641762E0
1.230387458E1,-6.824559476E-1,6.659545934E-1,2.932138329E0
1.232384658E1,-5.793517748E-1,1.552190757E0,1.650323408E0
1.234381758E1,3.289144685E-1,2.386718239E0,1.160496891E-2
1.236378958E1,9.713027729E-1,2.824889284E0,6.471698284E-1
1.238376058E1,9.340381752E-1,1.562126346E0,2.334648784E0
1.240373258E1,2.195545424E-1,2.339851052E-1,2.816907835E0
1.242370458E1,-1.092794904E-1,-7.411328298E-1,1.686926394E0
1.244367558E1,-1.408826678E-1,-1.292138180E0,3.065636694E-1
1.246364758E1,-2.448874580E-1,-1.434001864E0,-1.100633097E-1
1.248361858E1,1.073022544E-1,-1.772097229E0,5.279246360E-1
1.250359058E1,6.011216164E-1,-2.087545158E0,1.457111523E0
1.252356258E1,1.070464022E0,-2.243419356E0,9.573371369E-1
1.254353358E1,1.067264060E0,-1.951370522E0,-1.042225260E0
1.256350558E1,1.060620600E0,-1.253369386E0,-2.603599069E0
1.258347758E1,8.427859430E-1,-9.759225118E-1,-3.914291634E0
1.260344858E1,3.662008837E-1,-4.736373317E-1,-4.789446740E0
1.262342058E1,-3.841613375E-2,1.131050313E-1,-4.185797153E0
1.264339158E1,-1.100998548E-1,2.630919600E-1,-1.934165382E0
1.266336358E1,-5.083326629E-1,-6.575030279E-1,-6.874746859E-1
1.268333558E1,-8.196007828E-1,-8.125910676E-1,-5.909546971E-2
1.270330658E1,-1.092282542E-1,-7.024646080E-1,3.840568185E-2
1.272327858E1,-5.914287236E-1,4.063493282E-1,-2.872941703E-1
1.274324958E1,8.806286842E-1,9.590959793E-1,-1.595418638E0
1.276322158E1,5.435820908E-1,1.188851209E0,-7.163488215E-1
1.278319358E1,4.474771447E-1,1.558915640E0,1.883936630E0
1.280316458E1,4.568436898E-1,6.432440078E-1,2.666990488E0
1.282313658E1,-7.967890403E-1,-5.322913367E-1,2.406640872E0
1.284310758E1,-5.983855581E-1,1.485518466E0,-1.022984412E0
1.286307958E1,-1.070239124E0,3.759322878E0,-2.070867437E0
1.288305158E1,-1.291900052E0,2.756995509E0,8.489414531E-1
1.290302258E1,-5.402514437E-1,-2.515869784E-1,4.291608952E0
1.292299458E1,3.483519655E-1,-1.063020297E0,4.692494642E0
1.294296558E1,4.913742026E-1,-8.151018620E-4,2.374601054E0
1.296293758E1,-4.284904041E-2,8.471831954E-1,1.018896039E0
1.298290958E1,-7.130439752E-1,5.232556343E-1,6.229962695E-1
1.300288058E1,-7.767412037E-1,-4.752570105E-1,7.860564029E-1
1.302285258E1,-3.320139314E-1,-1.427679563E0,9.498439300E-1
1.304282458E1,1.407162231E-1,-2.008916772E0,6.140786809E-1
1.306279558E1,3.827703580E-1,-2.065168156E0,-8.050651163E-1
1.308276758E1,1.465545583E-1,-1.821515849E0,-2.323407512E0
1.310273858E1,1.650162098E-1,-1.236308965E0,-2.722468286E0
1.312271058E1,5.255796102E-1,-1.385733976E0,-3.150866879E0
1.314268258E1,2.015951119E-1,-9.694215775E-1,-3.160820010E0
1.316265358E1,-6.963826449E-2,-4.389510638E-1,-2.739065022E0
1.318262558E1,-7.930361146E-2,4.751739800E-2,-1.763131986E0
1.320259658E1,-3.617450861E-1,3.430193049E-1,-9.304036921E-1
1.322256858E1,-6.923832042E-1,8.761187267E-1,-4.319975549E-1
1.324254058E1,-1.185918757E-1,1.818531430E0,3.760531497E-1
1.326251158E1,5.123241550E-1,2.118280170E0,1.121361476E0
1.328248358E1,5.688574845E-1,1.748536751E0,2.812789056E0
1.330245425E1,6.654493940E-1,9.898663670E-1,4.932745038E0
1.332242625E1,4.612826036E-1,9.172725999E-1,5.265058091E0
1.334239825E1,-1.564873149E-1,1.781263032E0,2.679293615E0
1.336236925E1,-3.664268786E-1,3.080701461E0,-6.231073666E-1
1.338234125E1,5.059543810E-1,3.460053610E0,-9.454965252E-1
1.340231225E1,1.231961268E0,2.608285028E0,9.823813462E-1
1.342228425E1,1.297583984E0,7.781229007E-1,2.191211321E0
1.344225625E1,5.326999839E-1,-7.774036932E-1,1.889125450E0
1.346222725E1,-1.443890968E-1,-1.617679573E0,1.444768050E0
1.348219925E1,2.577946018E-2,-1.723860331E0,7.831211007E-1
1.350217025E1,5.534141839E-1,-1.347105516E0,-5.338683307E-2
1.352214225E1,1.037181013E0,-1.270871857E0,-4.048805076E-1
1.354211425E1,1.261063006E0,-1.694859896E0,2.128503442E-2
1.356208525E1,1.260051292E0,-2.501007916E0,-2.642549711E-1
1.358205725E1,1.018046877E0,-2.492722996E0,-2.054693454E0
1.360202825E1,6.196410640E-1,-1.949703189E0,-3.829090101E0
1.362200025E1,1.641298085E-1,-1.430873312E0,-4.597408390E0
1.364197225E1,-1.056160636E-2,-1.252462483E0,-3.460390409E0
1.366194325E1,2.329930519E-1,-1.244437180E0,-2.507641582E0
1.368191525E1,3.034520005E-1,-8.996303809E-1,-2.277547799E0
1.370188625E1,2.319542941E-1,-7.269328666E-1,-2.098946351E0
1.372185825E1,3.445820098E-1,-2.894938928E-1,-1.467483898E0
1.374183025E1,9.631690767E-1,3.403541440E-1,-8.589659196E-1
1.376180125E1,1.427303587E0,9.754254985E-1,-2.724077439E-1
1.378177325E1,2.011483700E0,1.293462574E0,9.865129888E-2
1.380174425E1,9.423247030E-1,1.679188773E0,2.650671494E-1
1.382171625E1,-1.877271609E-1,2.414894217E0,5.224685991E-1
1.384168825E1,-3.745500498E-1,2.009060614E0,1.924688215E0
1.386165925E1,-1.435736002E0,2.397809238E0,3.988060691E0
1.388163125E1,-1.554217256E0,3.117173468E0,4.077554666E0
1.390160225E1,-3.871938497E-1,3.642741677E0,3.134178926E0
1.392157425E1,1.280498201E-1,2.996098098E0,2.947373834E0
1.394154625E1,2.567437476E-1,1.469151524E0,3.219669896E0
1.396151725E1,-3.135565008E-1,4.705125797E-1,2.251358705E0
1.398148925E1,-1.297655467E0,1.126273137E-1,5.248361367E-1
1.400146025E1,-1.160144157E0,-3.953834599E-1,-1.209916973E0
1.402143225E1,-9.423832483E-1,-5.304863012E-1,-1.893306794E0
1.404140425E1,-5.472583815E-1,-7.431015873E-1,-1.918777850E0
1.406137525E1,1.122948995E-1,-1.374457621E0,-1.141871170E0
1.408134725E1,5.850430890E-1,-2.227366995E0,-4.666358757E-1
1.410131825E1,7.980733082E-1,-2.876782154E0,-3.845859915E-1
1.412129025E1,6.468641652E-1,-2.794528202E0,-1.757506964E0
1.414126225E1,3.087425247E-1,-2.060985058E0,-3.703979566E0
1.416123325E1,1.498979048E-1,-1.270597038E0,-4.037211217E0
1.418120525E1,2.066191492E-1,-6.287306339E-1,-3.448724629E0
1.420117625E1,2.420381829E-4,-4.300440001E-1,-2.704916698E0
1.422114825E1,-2.198049128E-1,-1.340439105E-1,-1.425357633E0
1.424112025E1,-2.418169389E-1,1.401191676E-1,-5.977444839E-1
1.426109125E1,-1.658916476E-1,9.707448024E-1,-2.794138777E-1
1.428106325E1,2.535638307E-1,1.565928206E0,2.223602557E-1
1.430103458E1,8.888598827E-1,1.307045656E0,8.175331342E-1
1.432100658E1,1.190349850E0,2.358334100E-1,2.027354797E0
1.434097858E1,3.521932939E-1,-6.186436021E-1,3.030734079E0
1.436094958E1,-1.423647542E-1,-6.964033842E-4,2.987291021E0
1.438092158E1,7.875992639E-1,1.145886453E0,1.733934499E0
1.440089258E1,1.366718685E0,1.601216152E0,1.221591523E0
1.442086458E1,1.865471854E0,4.583421850E-1,1.824362859E0
1.444083558E1,1.348160646E0,-1.103253819E0,1.860646001E0
1.446080758E1,1.928450095E-1,-1.797929351E0,5.131762040E-1
1.448077958E1,-1.003044237E0,-1.316414065E0,-7.583464479E-1
1.450075058E1,-6.708184536E-1,-4.765317035E-1,-4.830975419E-1
1.452072258E1,5.448914651E-1,-4.004027098E-1,8.430416125E-1
1.454069358E1,1.113752641E0,-9.300861883E-1,1.221859326E0
1.456066558E1,1.061310571E0,-1.440721192E0,1.514861548E-1
1.458063758E1,8.246099462E-1,-1.349615725E0,-1.588434724E0
1.460060858E1,6.513299762E-1,-1.182057914E0,-2.904911939E0
1.462058058E1,4.578036565E-1,-1.164330325E0,-3.380368339E0
1.464055158E1,1.300338717E-1,-1.051629921E0,-3.417919743E0
1.466052358E1,-1.894574982E-1,-6.221086621E-1,-3.109262186E0
1.468049558E1,-5.728850466E-1,-2.977425599E-1,-2.649890306E0
1.470046658E1,-9.636948875E-1,4.588894844E-2,-1.725908026E0
1.472043858E1,-8.789161078E-1,2.937445262E-1,-2.340763217E-1
1.474040958E1,-4.333343380E-1,6.083946025E-1,1.472118402E0
1.476038158E1,4.856165590E-1,8.521925050E-1,2.791106996E0
1.478035358E1,9.569797258E-1,1.001366378E0,2.720877258E0
1.480032458E1,5.235183205E-1,1.559491006E0,1.784379013E0
1.482029658E1,3.696736182E-1,2.006218282E0,1.096336563E0
1.484026758E1,7.534908470E-1,1.897996261E0,1.475218011E0
1.486023958E1,8.541912295E-1,1.518583885E0,2.697912319E0
1.488021158E1,-3.445313948E-1,1.399963760E0,3.407390662E0
1.490018258E1,-1.984660475E0,1.602988443E0,2.749167257E0
1.492015458E1,-2.189906223E0,2.477089296E0,8.884481657E-1
1.494012558E1,-9.140987313E-1,2.896956217E0,3.558387405E-1
1.496009758E1,4.056765695E-1,2.117767369E0,1.528154608E0
1.498006958E1,4.756283452E-1,9.705688012E-1,2.390010806E0
1.500004058E1,-1.634751396E-1,-3.170886576E-2,1.715080737E0
1.502001258E1,-6.751395459E-1,-4.700091344E-1,3.680272615E-1
1.503998358E1,-3.978171076E-1,-9.277549034E-1,-3.390262413E-1
1.505995558E1,3.066249921E-1,-1.224397017E0,-3.482747823E-1
1.507992658E1,6.251861979E-1,-1.619417365E0,-7.832941782E-1
1.509989858E1,6.285032503E-1,-1.849355612E0,-1.580402403E0
1.511987058E1,6.483079159E-1,-1.883971714E0,-1.929037374E0
1.513984158E1,4.149292035E-1,-2.183895870E0,-2.160269026E0
